,userid,courseid,formatted agreed mark,actual grade,faculty
61634,7837,4763,70.0,B+,Academy of Malay Studies
61635,7843,4763,63.0,B-,Academy of Malay Studies
61636,7845,4763,76.0,A-,Academy of Malay Studies
61637,7851,4763,70.0,B+,Academy of Malay Studies
61638,7852,4763,65.0,B,Academy of Malay Studies
61639,7856,4763,76.0,A-,Academy of Malay Studies
61640,7858,4763,72.0,B+,Academy of Malay Studies
61641,7860,4763,71.0,B+,Academy of Malay Studies
61642,7866,4763,75.0,A-,Academy of Malay Studies
61643,7867,4763,71.0,B+,Academy of Malay Studies
61644,16123,4763,65.0,B,Academy of Malay Studies
61645,17672,4763,67.0,B,Academy of Malay Studies
61646,17673,4763,76.0,A-,Academy of Malay Studies
61647,17674,4763,60.0,B-,Academy of Malay Studies
61648,17677,4763,75.0,A-,Academy of Malay Studies
61649,17678,4763,65.0,B,Academy of Malay Studies
61650,17679,4763,71.0,B+,Academy of Malay Studies
61651,17680,4763,65.0,B,Academy of Malay Studies
61652,17681,4763,56.0,C+,Academy of Malay Studies
61653,17699,4763,75.0,A-,Academy of Malay Studies
61654,7013,4723,75.0,A-,Academy of Malay Studies
61655,7015,4723,77.0,A-,Academy of Malay Studies
61656,7023,4723,76.0,A-,Academy of Malay Studies
61657,7810,4723,77.0,A-,Academy of Malay Studies
61658,7811,4723,81.0,A,Academy of Malay Studies
61659,7817,4723,71.0,B+,Academy of Malay Studies
61660,7818,4723,77.0,A-,Academy of Malay Studies
61661,7820,4723,80.0,A,Academy of Malay Studies
61662,7821,4723,70.0,B+,Academy of Malay Studies
61663,7822,4723,80.0,A,Academy of Malay Studies
61664,7823,4723,68.0,B,Academy of Malay Studies
61665,7841,4723,80.0,A,Academy of Malay Studies
61666,7842,4723,78.0,A-,Academy of Malay Studies
61667,7844,4723,81.0,A,Academy of Malay Studies
61668,16123,4723,73.0,B+,Academy of Malay Studies
61669,17671,4723,71.0,B+,Academy of Malay Studies
61670,17672,4723,61.0,B-,Academy of Malay Studies
61671,17673,4723,76.0,A-,Academy of Malay Studies
61672,17674,4723,75.0,A-,Academy of Malay Studies
61673,17675,4723,72.0,B+,Academy of Malay Studies
61674,17676,4723,78.0,A-,Academy of Malay Studies
61675,17677,4723,80.0,A,Academy of Malay Studies
61676,17679,4723,84.0,A,Academy of Malay Studies
61677,17699,4723,83.0,A,Academy of Malay Studies
61678,7014,4364,81.5,A,Faculty of Science
61679,7020,4364,79.5,A,Faculty of Science
61680,7758,4364,80.0,A,Faculty of Science
61681,7759,4364,80.5,A,Faculty of Science
61682,7761,4364,78.5,A-,Faculty of Science
61683,7764,4364,79.0,A-,Faculty of Science
61684,11629,4364,79.7,A,Faculty of Science
61685,11633,4364,79.5,A,Faculty of Science
61686,11635,4364,78.0,A-,Faculty of Science
61687,11637,4364,80.0,A,Faculty of Science
61688,11638,4364,79.0,A-,Faculty of Science
61689,11670,4364,0.0,W2,Faculty of Science
61690,12337,4364,82.2,A,Faculty of Science
61691,12338,4364,78.0,A-,Faculty of Science
61692,12339,4364,79.5,A,Faculty of Science
61693,12340,4364,81.0,A,Faculty of Science
61694,12341,4364,78.0,A-,Faculty of Science
61695,12342,4364,81.5,A,Faculty of Science
61696,12343,4364,83.0,A,Faculty of Science
61697,12344,4364,76.0,A-,Faculty of Science
61698,12345,4364,81.7,A,Faculty of Science
61699,12346,4364,80.0,A,Faculty of Science
61700,12347,4364,82.5,A,Faculty of Science
61701,12348,4364,78.0,A-,Faculty of Science
61702,18372,4364,76.0,A-,Faculty of Science
61703,24274,4364,81.0,A,Faculty of Science
61704,7014,4296,80.5,A,Faculty of Science
61705,7020,4296,60.15,B-,Faculty of Science
61706,7758,4296,72.5,B+,Faculty of Science
61707,7759,4296,69.85,B+,Faculty of Science
61708,7761,4296,69.65,B+,Faculty of Science
61709,7764,4296,75.85,A-,Faculty of Science
61710,11629,4296,49.75,C,Faculty of Science
61711,11637,4296,75.35,A-,Faculty of Science
61712,11638,4296,75.15,A-,Faculty of Science
61713,12337,4296,78.35,A-,Faculty of Science
61714,12338,4296,67.0,B,Faculty of Science
61715,12339,4296,76.15,A-,Faculty of Science
61716,12340,4296,76.5,A-,Faculty of Science
61717,12341,4296,86.35,A,Faculty of Science
61718,12342,4296,83.5,A,Faculty of Science
61719,12343,4296,77.15,A-,Faculty of Science
61720,12344,4296,79.65,A,Faculty of Science
61721,12345,4296,86.75,A,Faculty of Science
61722,12346,4296,60.5,B-,Faculty of Science
61723,12347,4296,85.65,A,Faculty of Science
61724,12348,4296,84.75,A,Faculty of Science
61725,12349,4296,69.75,B+,Faculty of Science
61726,18372,4296,82.75,A,Faculty of Science
61727,24274,4296,73.87,B+,Faculty of Science
61728,7014,1388,84.3,A,Faculty of Science
61729,7020,1388,84.9,A,Faculty of Science
61730,7758,1388,81.2,A,Faculty of Science
61731,7759,1388,91.9,A+,Faculty of Science
61732,7761,1388,79.9,A,Faculty of Science
61733,7764,1388,82.9,A,Faculty of Science
61734,11629,1388,86.4,A,Faculty of Science
61735,11633,1388,79.6,A,Faculty of Science
61736,11635,1388,85.9,A,Faculty of Science
61737,11637,1388,82.8,A,Faculty of Science
61738,11638,1388,75.6,A-,Faculty of Science
61739,12337,1388,79.5,A,Faculty of Science
61740,12338,1388,75.4,A-,Faculty of Science
61741,12339,1388,91.5,A+,Faculty of Science
61742,12340,1388,87.0,A,Faculty of Science
61743,12341,1388,76.8,A-,Faculty of Science
61744,12342,1388,91.3,A+,Faculty of Science
61745,12343,1388,92.9,A+,Faculty of Science
61746,12344,1388,83.4,A,Faculty of Science
61747,12345,1388,76.0,A-,Faculty of Science
61748,12346,1388,83.5,A,Faculty of Science
61749,12347,1388,87.5,A,Faculty of Science
61750,12348,1388,92.0,A+,Faculty of Science
61751,12349,1388,74.9,A-,Faculty of Science
61752,18372,1388,80.7,A,Faculty of Science
61753,24274,1388,0.0,P,Faculty of Science
61754,7014,4451,75.33,A-,Faculty of Science
61755,7020,4451,69.83,B+,Faculty of Science
61756,7758,4451,59.55,B-,Faculty of Science
61757,7759,4451,66.83,B,Faculty of Science
61758,7761,4451,68.03,B,Faculty of Science
61759,7764,4451,67.4,B,Faculty of Science
61760,11629,4451,56.23,C+,Faculty of Science
61761,11637,4451,66.45,B,Faculty of Science
61762,11638,4451,65.9,B,Faculty of Science
61763,12338,4451,65.25,B,Faculty of Science
61764,12339,4451,71.1,B+,Faculty of Science
61765,12340,4451,69.73,B+,Faculty of Science
61766,12341,4451,65.35,B,Faculty of Science
61767,12342,4451,77.5,A-,Faculty of Science
61768,12343,4451,71.18,B+,Faculty of Science
61769,12344,4451,72.25,B+,Faculty of Science
61770,12345,4451,74.85,A-,Faculty of Science
61771,12346,4451,59.85,B-,Faculty of Science
61772,12347,4451,77.05,A-,Faculty of Science
61773,12348,4451,80.03,A,Faculty of Science
61774,18372,4451,67.35,B,Faculty of Science
61775,24274,4451,80.93,A,Faculty of Science
61776,7014,4452,72.57,B+,Faculty of Science
61777,7020,4452,77.02,A-,Faculty of Science
61778,11629,4452,69.87,B+,Faculty of Science
61779,11633,4452,74.5,A-,Faculty of Science
61780,11635,4452,79.5,A,Faculty of Science
61781,11638,4452,73.57,B+,Faculty of Science
61782,12337,4452,78.31,A-,Faculty of Science
61783,12338,4452,65.5,B,Faculty of Science
61784,12339,4452,87.91,A,Faculty of Science
61785,12340,4452,77.81,A-,Faculty of Science
61786,12341,4452,83.89,A,Faculty of Science
61787,12342,4452,80.45,A,Faculty of Science
61788,12343,4452,90.4,A+,Faculty of Science
61789,12345,4452,82.62,A,Faculty of Science
61790,12347,4452,85.62,A,Faculty of Science
61791,12348,4452,92.58,A+,Faculty of Science
61792,12349,4452,71.42,B+,Faculty of Science
61793,24274,4452,83.28,A,Faculty of Science
61794,7014,4453,82.48,A,Faculty of Science
61795,7020,4453,80.94,A,Faculty of Science
61796,7758,4453,77.14,A-,Faculty of Science
61797,7759,4453,78.94,A-,Faculty of Science
61798,7761,4453,72.72,B+,Faculty of Science
61799,7764,4453,81.42,A,Faculty of Science
61800,11629,4453,73.9,B+,Faculty of Science
61801,11633,4453,82.24,A,Faculty of Science
61802,11635,4453,85.13,A,Faculty of Science
61803,11637,4453,79.19,A-,Faculty of Science
61804,11638,4453,75.02,A-,Faculty of Science
61805,11670,4453,26.75,W2,Faculty of Science
61806,12337,4453,79.17,A-,Faculty of Science
61807,12343,4453,83.72,A,Faculty of Science
61808,12344,4453,79.34,A-,Faculty of Science
61809,12346,4453,74.23,B+,Faculty of Science
61810,12349,4453,81.4,A,Faculty of Science
61811,18372,4453,75.74,A-,Faculty of Science
61812,24274,4453,87.18,A,Faculty of Science
61813,7017,4771,80.0,A,Academy of Malay Studies
61814,7940,4771,77.0,A-,Academy of Malay Studies
61815,7941,4771,76.0,A-,Academy of Malay Studies
61816,7942,4771,72.0,B+,Academy of Malay Studies
61817,7943,4771,72.0,B+,Academy of Malay Studies
61818,7944,4771,81.0,A,Academy of Malay Studies
61819,7945,4771,85.0,A,Academy of Malay Studies
61820,7946,4771,77.0,A-,Academy of Malay Studies
61821,7947,4771,76.0,A-,Academy of Malay Studies
61822,7976,4771,78.0,A-,Academy of Malay Studies
61823,7977,4771,80.0,A,Academy of Malay Studies
61824,7978,4771,60.0,B-,Academy of Malay Studies
61825,7979,4771,70.0,B+,Academy of Malay Studies
61826,7980,4771,67.0,B,Academy of Malay Studies
61827,7981,4771,63.0,B-,Academy of Malay Studies
61828,7982,4771,65.0,B,Academy of Malay Studies
61829,7983,4771,81.0,A,Academy of Malay Studies
61830,7984,4771,80.0,A,Academy of Malay Studies
61831,7985,4771,80.0,A,Academy of Malay Studies
61832,7986,4771,80.0,A,Academy of Malay Studies
61833,7987,4771,75.0,A-,Academy of Malay Studies
61834,7988,4771,75.0,A-,Academy of Malay Studies
61835,7989,4771,81.0,A,Academy of Malay Studies
61836,7990,4771,80.0,A,Academy of Malay Studies
61837,7991,4771,67.0,B,Academy of Malay Studies
61838,7992,4771,76.0,A-,Academy of Malay Studies
61839,7993,4771,65.0,B,Academy of Malay Studies
61840,7994,4771,81.0,A,Academy of Malay Studies
61841,7995,4771,65.0,B,Academy of Malay Studies
61842,7996,4771,75.0,A-,Academy of Malay Studies
61843,7997,4771,65.0,B,Academy of Malay Studies
61844,7998,4771,80.0,A,Academy of Malay Studies
61845,7999,4771,75.0,A-,Academy of Malay Studies
61846,8000,4771,77.0,A-,Academy of Malay Studies
61847,17532,4771,75.0,A-,Academy of Malay Studies
61848,17537,4771,75.0,A-,Academy of Malay Studies
61849,17541,4771,80.0,A,Academy of Malay Studies
61850,17545,4771,82.0,A,Academy of Malay Studies
61851,17701,4771,70.0,B+,Academy of Malay Studies
61852,17702,4771,80.0,A,Academy of Malay Studies
61853,17703,4771,76.0,A-,Academy of Malay Studies
61854,17704,4771,76.0,A-,Academy of Malay Studies
61855,17705,4771,70.0,B+,Academy of Malay Studies
61856,17706,4771,60.0,B-,Academy of Malay Studies
61857,17707,4771,77.0,A-,Academy of Malay Studies
61858,17708,4771,81.0,A,Academy of Malay Studies
61859,17709,4771,72.0,B+,Academy of Malay Studies
61860,17710,4771,75.0,A-,Academy of Malay Studies
61861,17711,4771,81.0,A,Academy of Malay Studies
61862,17712,4771,76.0,A-,Academy of Malay Studies
61863,17713,4771,66.0,B,Academy of Malay Studies
61864,18700,4771,76.0,A-,Academy of Malay Studies
61865,18908,4771,73.0,B+,Academy of Malay Studies
61866,18913,4771,70.0,B+,Academy of Malay Studies
61867,19225,4771,72.0,B+,Academy of Malay Studies
61868,19420,4771,70.0,B+,Academy of Malay Studies
61869,7017,4772,80.0,A,Academy of Malay Studies
61870,7940,4772,72.0,B+,Academy of Malay Studies
61871,7941,4772,77.0,A-,Academy of Malay Studies
61872,7942,4772,84.0,A,Academy of Malay Studies
61873,7943,4772,71.0,B+,Academy of Malay Studies
61874,7944,4772,80.0,A,Academy of Malay Studies
61875,7945,4772,75.0,A-,Academy of Malay Studies
61876,7946,4772,84.0,A,Academy of Malay Studies
61877,7947,4772,75.0,A-,Academy of Malay Studies
61878,7954,4772,80.0,A,Academy of Malay Studies
61879,17532,4772,80.0,A,Academy of Malay Studies
61880,17537,4772,75.0,A-,Academy of Malay Studies
61881,17541,4772,77.0,A-,Academy of Malay Studies
61882,17545,4772,60.0,B-,Academy of Malay Studies
61883,17701,4772,71.0,B+,Academy of Malay Studies
61884,17702,4772,84.0,A,Academy of Malay Studies
61885,17703,4772,65.0,B,Academy of Malay Studies
61886,17704,4772,87.0,A,Academy of Malay Studies
61887,17705,4772,71.0,B+,Academy of Malay Studies
61888,17706,4772,73.0,B+,Academy of Malay Studies
61889,17707,4772,77.0,A-,Academy of Malay Studies
61890,17708,4772,80.0,A,Academy of Malay Studies
61891,17709,4772,61.0,B-,Academy of Malay Studies
61892,17710,4772,83.0,A,Academy of Malay Studies
61893,17711,4772,87.0,A,Academy of Malay Studies
61894,17712,4772,77.0,A-,Academy of Malay Studies
61895,17713,4772,58.0,C+,Academy of Malay Studies
61896,7017,4773,85.0,A,Academy of Malay Studies
61897,7940,4773,73.0,B+,Academy of Malay Studies
61898,7941,4773,72.0,B+,Academy of Malay Studies
61899,7942,4773,80.0,A,Academy of Malay Studies
61900,7943,4773,73.0,B+,Academy of Malay Studies
61901,7944,4773,80.0,A,Academy of Malay Studies
61902,7945,4773,87.0,A,Academy of Malay Studies
61903,7946,4773,84.0,A,Academy of Malay Studies
61904,7947,4773,80.0,A,Academy of Malay Studies
61905,17532,4773,75.0,A-,Academy of Malay Studies
61906,17537,4773,77.0,A-,Academy of Malay Studies
61907,17541,4773,80.0,A,Academy of Malay Studies
61908,17545,4773,80.0,A,Academy of Malay Studies
61909,17701,4773,73.0,B+,Academy of Malay Studies
61910,17702,4773,80.0,A,Academy of Malay Studies
61911,17703,4773,78.0,A-,Academy of Malay Studies
61912,17704,4773,83.0,A,Academy of Malay Studies
61913,17705,4773,75.0,A-,Academy of Malay Studies
61914,17706,4773,71.0,B+,Academy of Malay Studies
61915,17707,4773,80.0,A,Academy of Malay Studies
61916,17708,4773,78.0,A-,Academy of Malay Studies
61917,17709,4773,76.0,A-,Academy of Malay Studies
61918,17710,4773,78.0,A-,Academy of Malay Studies
61919,17711,4773,80.0,A,Academy of Malay Studies
61920,17712,4773,82.0,A,Academy of Malay Studies
61921,17713,4773,57.0,C+,Academy of Malay Studies
61922,7017,4774,68.0,B,Academy of Malay Studies
61923,7940,4774,68.0,B,Academy of Malay Studies
61924,7941,4774,65.0,B,Academy of Malay Studies
61925,7944,4774,70.0,B+,Academy of Malay Studies
61926,7945,4774,78.0,A-,Academy of Malay Studies
61927,17532,4774,68.0,B,Academy of Malay Studies
61928,17537,4774,61.0,B-,Academy of Malay Studies
61929,17545,4774,72.0,B+,Academy of Malay Studies
61930,17703,4774,60.0,B-,Academy of Malay Studies
61931,17704,4774,72.0,B+,Academy of Malay Studies
61932,17705,4774,60.0,B-,Academy of Malay Studies
61933,17707,4774,72.0,B+,Academy of Malay Studies
61934,17708,4774,65.0,B,Academy of Malay Studies
61935,17709,4774,61.0,B-,Academy of Malay Studies
61936,17710,4774,66.0,B,Academy of Malay Studies
61937,17711,4774,73.0,B+,Academy of Malay Studies
61938,17712,4774,70.0,B+,Academy of Malay Studies
61939,7017,4698,85.0,A,Academy of Malay Studies
61940,7941,4698,87.0,A,Academy of Malay Studies
61941,7942,4698,90.0,A+,Academy of Malay Studies
61942,7943,4698,84.0,A,Academy of Malay Studies
61943,7946,4698,94.0,A+,Academy of Malay Studies
61944,7947,4698,85.0,A,Academy of Malay Studies
61945,7977,4698,90.0,A+,Academy of Malay Studies
61946,7981,4698,80.0,A,Academy of Malay Studies
61947,7996,4698,90.0,A+,Academy of Malay Studies
61948,17537,4698,86.0,A,Academy of Malay Studies
61949,17541,4698,81.0,A,Academy of Malay Studies
61950,17701,4698,86.0,A,Academy of Malay Studies
61951,17702,4698,93.0,A+,Academy of Malay Studies
61952,17705,4698,84.0,A,Academy of Malay Studies
61953,17706,4698,81.0,A,Academy of Malay Studies
61954,17709,4698,90.0,A+,Academy of Malay Studies
61955,7018,1220,66.4,B,Faculty of Science
61956,8144,1220,62.8,B-,Faculty of Science
61957,11725,1220,64.6,B,Faculty of Science
61958,11727,1220,81.5,A,Faculty of Science
61959,11734,1220,52.7,C,Faculty of Science
61960,11735,1220,71.0,B+,Faculty of Science
61961,12610,1220,70.8,B+,Faculty of Science
61962,12692,1220,57.6,C+,Faculty of Science
61963,12711,1220,86.3,A,Faculty of Science
61964,12712,1220,73.3,B+,Faculty of Science
61965,12740,1220,55.7,C+,Faculty of Science
61966,12743,1220,73.2,B+,Faculty of Science
61967,12745,1220,62.2,B-,Faculty of Science
61968,12747,1220,78.2,A-,Faculty of Science
61969,12785,1220,75.8,A-,Faculty of Science
61970,12786,1220,80.0,A,Faculty of Science
61971,12787,1220,70.0,B+,Faculty of Science
61972,7018,1221,52.3,C,Faculty of Science
61973,11719,1221,65.0,B,Faculty of Science
61974,11723,1221,68.4,B,Faculty of Science
61975,11724,1221,70.2,B+,Faculty of Science
61976,11726,1221,71.2,B+,Faculty of Science
61977,11728,1221,80.4,A,Faculty of Science
61978,11729,1221,59.6,B-,Faculty of Science
61979,11730,1221,51.9,C,Faculty of Science
61980,11731,1221,74.5,A-,Faculty of Science
61981,11732,1221,79.5,A,Faculty of Science
61982,11733,1221,55.4,C+,Faculty of Science
61983,11734,1221,51.7,C,Faculty of Science
61984,11762,1221,68.4,B,Faculty of Science
61985,12711,1221,79.5,A,Faculty of Science
61986,12729,1221,60.0,B-,Faculty of Science
61987,12739,1221,76.7,A-,Faculty of Science
61988,12741,1221,62.7,B-,Faculty of Science
61989,12742,1221,62.2,B-,Faculty of Science
61990,12744,1221,0.0,W1,Faculty of Science
61991,12746,1221,66.8,B,Faculty of Science
61992,12748,1221,56.6,C+,Faculty of Science
61993,12752,1221,63.3,B-,Faculty of Science
61994,12779,1221,75.1,A-,Faculty of Science
61995,25421,1221,41.5,D+,Faculty of Science
61996,7018,4387,54.9,C+,Faculty of Science
61997,8144,4387,67.3,B,Faculty of Science
61998,11719,4387,66.9,B,Faculty of Science
61999,11723,4387,83.7,A,Faculty of Science
62000,11726,4387,80.6,A,Faculty of Science
62001,11729,4387,70.6,B+,Faculty of Science
62002,11731,4387,70.9,B+,Faculty of Science
62003,11732,4387,92.2,A+,Faculty of Science
62004,11733,4387,79.8,A,Faculty of Science
62005,11734,4387,60.3,B-,Faculty of Science
62006,12711,4387,87.3,A,Faculty of Science
62007,12729,4387,0.0,W,Faculty of Science
