,userid,number_of_courses,total_marks
4822,7383,3.0,231.0
4823,7384,3.0,241.0
4824,7386,3.0,237.0
4825,7387,4.0,287.0
4826,7388,1.0,78.0
4827,7389,8.0,656.1
4828,7390,8.0,661.2
4829,7391,8.0,613.8
4830,7392,6.0,414.75
4831,7393,7.0,513.91
4832,7394,7.0,508.68
4833,7395,7.0,427.67
4834,7396,7.0,602.39
4835,7397,7.0,534.77
4836,7398,8.0,600.0
4837,7399,7.0,561.09
4838,7400,8.0,596.0799999999999
4839,7401,8.0,613.6
4840,7402,7.0,466.54
4841,7403,7.0,433.49
4842,7404,7.0,426.6
4843,7405,7.0,515.0
4844,7406,7.0,556.0
4845,7407,7.0,515.3299999999999
4846,7408,7.0,545.6700000000001
4847,7409,7.0,584.0
4848,7411,7.0,560.0
4849,7412,7.0,575.0
4850,7413,7.0,564.0
4851,7414,7.0,511.0
4852,7415,7.0,543.6700000000001
4853,7416,7.0,559.8299999999999
4854,7417,7.0,511.0
4855,7418,7.0,502.8
4856,7419,7.0,555.0
4857,7420,8.0,489.1
4858,7421,7.0,539.0
4859,7422,7.0,511.33
4860,7423,7.0,510.5
4861,7424,6.0,495.0
4862,7425,7.0,525.0
4863,7426,7.0,515.13
4864,7427,7.0,567.3299999999999
4865,7428,8.0,460.4
4866,7429,7.0,462.0
4867,7430,7.0,567.6700000000001
4868,7431,7.0,492.8
4869,7432,7.0,531.0
4870,7433,7.0,562.6700000000001
4871,7434,7.0,598.0
4872,7435,7.0,562.0
4873,7436,7.0,534.8299999999999
4874,7437,7.0,469.9
4875,7438,7.0,522.0
4876,7439,8.0,617.3
4877,7440,7.0,552.8
4878,7441,7.0,546.6700000000001
4879,7442,7.0,562.0
4880,7443,7.0,560.4
4881,7444,7.0,524.0
4882,7445,7.0,503.0
4883,7446,8.0,643.0
4884,7447,6.0,473.0
4885,7448,7.0,501.2
4886,7449,8.0,591.0
4887,7450,7.0,559.0
4888,7451,7.0,521.0
4889,7452,7.0,551.0
4890,7453,7.0,519.5
4891,7454,7.0,532.9
4892,7455,7.0,552.9
4893,7456,8.0,624.5
4894,7457,7.0,550.0
4895,7459,7.0,526.0
4896,7460,7.0,493.0
4897,7461,7.0,521.0
4898,7462,7.0,522.5
4899,7463,7.0,567.0
4900,7464,7.0,500.0
4901,7465,7.0,542.0
4902,7466,7.0,500.0
4903,7467,7.0,496.5
4904,7468,7.0,534.0
4905,7469,7.0,572.8
4906,7470,1.0,77.0
4907,7471,1.0,75.0
4908,7472,1.0,71.0
4909,7473,1.0,76.0
4910,7474,1.0,73.0
4911,7475,1.0,78.0
4912,7476,1.0,73.0
4913,7477,1.0,78.0
4914,7478,1.0,83.0
4915,7479,1.0,83.0
4916,7480,1.0,73.0
4917,7481,1.0,82.0
4918,7482,1.0,81.0
4919,7483,1.0,83.0
4920,7484,1.0,76.0
4921,7485,1.0,68.0
4922,7486,1.0,86.0
4923,7487,1.0,72.0
4924,7488,1.0,73.0
4925,7489,1.0,70.0
4926,7490,1.0,73.0
4927,7491,1.0,81.0
4928,7492,1.0,73.0
4929,7493,1.0,71.0
4930,7494,1.0,73.0
4931,7495,1.0,76.0
4932,7496,1.0,65.3
4933,7497,1.0,72.0
4934,7498,1.0,71.0
4935,7499,1.0,75.0
4936,7500,1.0,80.0
4937,7501,1.0,80.0
4938,7502,1.0,81.0
4939,7503,1.0,78.0
4940,7504,1.0,72.0
4941,7505,1.0,72.0
4942,7506,1.0,83.0
4943,7507,1.0,81.0
4944,7508,1.0,78.0
4945,7509,1.0,68.0
4946,7510,1.0,72.0
4947,7511,1.0,0.0
4948,7512,1.0,76.0
4949,7513,1.0,70.0
4950,7514,1.0,76.0
4951,7515,1.0,78.0
4952,7516,1.0,73.0
4953,7517,1.0,82.0
4954,7518,1.0,71.0
4955,7519,1.0,71.0
4956,7520,1.0,82.0
4957,7521,1.0,70.0
4958,7522,1.0,70.0
4959,7523,1.0,70.0
4960,7524,1.0,72.0
4961,7525,1.0,68.0
4962,7526,1.0,71.0
4963,7527,1.0,76.0
4964,7528,1.0,76.0
4965,7529,1.0,80.0
4966,7530,1.0,80.0
4967,7531,1.0,73.0
4968,7532,1.0,78.0
4969,7533,1.0,71.0
4970,7534,1.0,76.0
4971,7535,1.0,78.0
4972,7536,1.0,73.0
4973,7537,1.0,81.0
4974,7538,1.0,80.0
4975,7539,1.0,70.0
4976,7540,1.0,76.0
4977,7541,5.0,353.8
4978,7542,1.0,82.0
4979,7543,1.0,71.0
4980,7544,1.0,75.0
4981,7545,1.0,84.0
4982,7546,1.0,75.0
4983,7547,1.0,75.0
4984,7548,1.0,80.0
4985,7549,1.0,82.0
4986,7550,3.0,143.0
4987,7551,2.0,125.0
4988,7552,2.0,164.0
4989,7553,2.0,167.0
4990,7555,2.0,175.0
4991,7556,3.0,159.0
4992,7557,3.0,200.0
4993,7559,2.0,80.0
4994,7560,2.0,154.0
4995,7561,2.0,175.0
4996,7562,2.0,132.0
4997,7563,2.0,146.0
4998,7564,2.0,137.0
4999,7565,2.0,162.0
5000,7566,3.0,235.0
5001,7567,2.0,146.0
5002,7568,2.0,157.0
5003,7570,2.0,159.0
5004,7571,2.0,170.0
5005,7572,2.0,163.0
5006,7573,3.0,160.0
5007,7574,3.0,265.0
5008,7575,3.0,255.0
5009,7576,2.0,181.0
5010,7577,1.0,72.0
5011,7578,2.0,144.0
5012,7579,2.0,152.0
5013,7580,5.0,218.0
5014,7581,3.0,210.0
5015,7582,2.0,136.0
5016,7587,2.0,77.0
5017,7588,2.0,65.0
5018,7590,1.0,0.0
5019,7591,1.0,0.0
5020,7593,7.0,555.5
5021,7595,6.0,471.1
5022,7596,3.0,235.2
5023,7598,7.0,535.0
5024,7599,7.0,545.5
5025,7600,7.0,526.0
5026,7601,7.0,480.42
5027,7606,7.0,422.0
5028,7607,7.0,547.5
5029,7608,7.0,482.0
5030,7609,7.0,314.0
5031,7610,8.0,565.8
5032,7611,8.0,584.72
5033,7612,7.0,517.15
5034,7613,7.0,523.38
5035,7614,8.0,602.45
5036,7615,7.0,581.25
5037,7619,1.0,0.0
5038,7624,1.0,0.0
5039,7625,1.0,0.0
5040,7628,2.0,131.0
5041,7629,2.0,171.0
5042,7630,2.0,75.0
5043,7631,1.0,0.0
5044,7633,1.0,0.0
5045,7634,1.0,0.0
5046,7637,2.0,0.0
5047,7639,1.0,0.0
5048,7643,1.0,0.0
5049,7646,1.0,66.0
5050,7647,8.0,619.13
5051,7648,7.0,512.25
5052,7649,5.0,356.68
5053,7651,4.0,343.0
5054,7652,3.0,243.2
5055,7653,2.0,173.9
5056,7654,6.0,391.85
5057,7655,4.0,323.2
5058,7656,3.0,242.0
5059,7657,4.0,336.6
5060,7658,3.0,246.2
5061,7659,4.0,304.0
5062,7660,6.0,409.07
5063,7661,8.0,593.3
5064,7662,8.0,601.6700000000001
5065,7663,8.0,605.5
5066,7664,8.0,612.0
5067,7665,7.0,567.6
5068,7666,8.0,560.8
5069,7667,7.0,525.25
5070,7668,7.0,452.25
5071,7669,6.0,407.25
5072,7670,9.0,620.7
5073,7671,5.0,389.8
5074,7672,5.0,418.82
5075,7673,5.0,399.04
5076,7674,3.0,236.82
5077,7675,4.0,346.0
5078,7676,3.0,234.1
5079,7677,3.0,240.6
5080,7678,6.0,387.72
5081,7679,3.0,234.0
5082,7680,4.0,339.9
5083,7681,3.0,230.1
5084,7682,4.0,320.89
5085,7683,7.0,526.15
5086,7684,7.0,468.39
5087,7685,7.0,468.0
5088,7686,8.0,524.0
5089,7687,7.0,526.0
5090,7688,7.0,485.0
5091,7689,4.0,310.0
5092,7690,4.0,314.0
5093,7691,3.0,238.0
5094,7692,3.0,215.0
5095,7693,4.0,306.67
5096,7694,3.0,246.0
5097,7695,3.0,220.0
5098,7696,4.0,309.0
5099,7697,3.0,222.0
5100,7698,4.0,315.9
5101,7699,4.0,307.17
5102,7700,4.0,314.5
5103,7701,4.0,333.33
5104,7702,4.0,312.5
5105,7703,4.0,306.83
5106,7704,4.0,293.0
5107,7705,3.0,220.0
5108,7706,3.0,211.0
5109,7707,6.0,424.65
5110,7708,7.0,399.59
5111,7709,7.0,456.87
5112,7710,6.0,493.0
5113,7711,6.0,474.5
5114,7712,6.0,467.1
5115,7713,7.0,526.0
5116,7714,6.0,509.3
5117,7715,7.0,458.0
5118,7716,7.0,545.6
5119,7717,7.0,515.0
5120,7718,7.0,528.0
5121,7719,6.0,511.5
5122,7720,8.0,616.0
5123,7721,5.0,406.0
5124,7722,7.0,513.0
5125,7723,7.0,584.0
5126,7724,6.0,503.0
5127,7725,7.0,544.0
5128,7726,7.0,569.0
5129,7727,7.0,593.0
5130,7728,6.0,441.0
5131,7729,7.0,577.5
5132,7730,7.0,593.5
5133,7731,7.0,554.5
5134,7732,8.0,637.5
5135,7734,1.0,15.0
5136,7735,6.0,493.0
5137,7736,4.0,226.6
5138,7743,2.0,141.0
5139,7744,1.0,92.0
5140,7745,1.0,83.0
5141,7746,1.0,90.0
5142,7750,6.0,399.7
5143,7751,5.0,318.96
5144,7752,5.0,356.5
5145,7754,5.0,373.5
5146,7755,8.0,462.86
5147,7756,8.0,596.0
5148,7757,7.0,536.28
5149,7758,8.0,596.21
5150,7759,8.0,649.73
5151,7760,7.0,539.8
5152,7761,8.0,593.85
5153,7762,8.0,502.6
5154,7763,7.0,541.49
5155,7764,8.0,630.85
5156,7765,7.0,477.0
5157,7766,6.0,405.8
5158,7767,6.0,385.3
5159,7768,5.0,300.0
5160,7769,6.0,396.2
5161,7770,7.0,522.6
5162,7771,6.0,436.9
5163,7772,7.0,541.0
5164,7773,7.0,466.85
5165,7774,7.0,452.9
5166,7775,7.0,518.63
5167,7782,3.0,221.0
5168,7783,6.0,443.13
5169,7784,6.0,442.45
5170,7785,6.0,456.57
5171,7786,3.0,229.53
5172,7787,3.0,227.03
5173,7788,5.0,356.91
5174,7789,3.0,240.37
5175,7790,9.0,579.9
5176,7791,3.0,225.87
5177,7792,3.0,244.0
5178,7793,6.0,418.35
5179,7794,7.0,525.0
5180,7802,8.0,620.5
5181,7803,4.0,314.28
5182,7804,5.0,166.0
5183,7805,5.0,372.0
5184,7806,5.0,389.5700000000001
5185,7807,7.0,559.46
5186,7808,5.0,275.0
5187,7810,7.0,480.0
5188,7811,7.0,517.0
5189,7813,8.0,518.5
5190,7814,7.0,453.5
5191,7815,7.0,517.33
5192,7816,7.0,468.5
5193,7817,7.0,510.0
5194,7818,7.0,531.0
5195,7819,7.0,475.33
5196,7820,7.0,510.77
5197,7821,7.0,475.5
5198,7822,7.0,551.0
5199,7823,7.0,503.83
5200,7824,7.0,581.3299999999999
5201,7825,7.0,557.17
5202,7826,7.0,520.0
5203,7827,7.0,509.0
5204,7828,7.0,529.0
5205,7829,7.0,502.5
5206,7830,7.0,503.5
5207,7831,8.0,516.5
5208,7832,7.0,509.0
5209,7833,8.0,540.8
5210,7834,7.0,502.45
5211,7835,8.0,584.0
5212,7836,9.0,623.5
5213,7837,8.0,589.0
5214,7838,9.0,637.4
5215,7839,8.0,603.5
5216,7840,8.0,608.5
5217,7841,8.0,621.5
5218,7842,9.0,667.0
5219,7843,8.0,552.5
5220,7844,8.0,605.5
5221,7845,8.0,639.5
5222,7846,9.0,649.0
5223,7847,8.0,542.0
5224,7848,7.0,463.5
5225,7849,7.0,549.0
5226,7850,9.0,615.5
5227,7851,8.0,508.5
5228,7852,8.0,577.5
5229,7853,9.0,641.0
5230,7854,8.0,561.0
5231,7855,7.0,574.5
5232,7856,8.0,589.0
5233,7857,9.0,600.5
5234,7858,8.0,545.0
5235,7859,8.0,548.0
5236,7860,9.0,637.0
5237,7861,9.0,609.5
5238,7862,9.0,617.5
5239,7863,8.0,558.5
5240,7864,9.0,595.5
5241,7865,7.0,519.0
5242,7866,9.0,610.0
5243,7867,8.0,520.0
5244,7868,8.0,547.0
5245,7869,9.0,706.7
5246,7870,8.0,592.0
5247,7871,9.0,638.5
5248,7872,8.0,627.5
5249,7873,8.0,632.0
5250,7874,8.0,608.0
5251,7875,8.0,653.0
5252,7876,8.0,638.5
5253,7877,8.0,631.0
5254,7878,8.0,616.0
5255,7879,8.0,593.0
5256,7880,8.0,530.5
5257,7881,9.0,726.0
5258,7882,8.0,628.5
5259,7883,8.0,630.0
5260,7884,8.0,631.0
5261,7885,8.0,625.5
5262,7886,8.0,603.0
5263,7887,8.0,560.0
5264,7888,9.0,617.5
5265,7889,8.0,575.0
5266,7890,8.0,649.0
5267,7891,9.0,677.4
5268,7892,8.0,609.0
5269,7893,8.0,616.0
5270,7894,8.0,597.5
5271,7895,8.0,623.5
5272,7896,8.0,595.0
5273,7897,8.0,613.0
5274,7899,8.0,662.5
5275,7900,8.0,624.0
5276,7901,8.0,587.5
5277,7902,8.0,612.5
5278,7903,8.0,655.0
5279,7904,8.0,606.0
5280,7905,8.0,529.0
5281,7906,7.0,490.25
5282,7907,7.0,508.5
5283,7908,7.0,502.75
5284,7909,7.0,533.75
5285,7910,7.0,504.75
5286,7911,5.0,229.8
5287,7912,7.0,498.0
5288,7913,7.0,513.5
5289,7914,7.0,501.5
5290,7915,8.0,580.25
5291,7916,8.0,601.25
5292,7917,7.0,446.75
5293,7918,7.0,541.55
5294,7919,7.0,515.0
5295,7920,7.0,509.0
5296,7921,7.0,522.0
5297,7922,7.0,471.25
5298,7923,7.0,488.0
5299,7924,7.0,515.75
5300,7925,7.0,502.5
5301,7926,7.0,521.75
5302,7927,7.0,485.45
5303,7928,7.0,462.75
5304,7929,7.0,552.0
5305,7930,7.0,524.05
5306,7931,7.0,516.2
5307,7932,7.0,535.0
5308,7933,7.0,478.0
5309,7934,7.0,497.5
5310,7935,7.0,552.5
5311,7936,7.0,452.65
5312,7937,8.0,651.5
5313,7939,8.0,680.0
5314,7940,7.0,493.2
5315,7941,7.0,542.6700000000001
5316,7942,7.0,558.5
5317,7943,7.0,541.0
5318,7944,7.0,554.5
5319,7945,7.0,576.0
5320,7946,7.0,598.6700000000001
5321,7947,7.0,511.0
5322,7948,8.0,639.0
5323,7949,8.0,615.0
5324,7950,7.0,590.0
5325,7951,7.0,536.0
5326,7952,7.0,565.0
5327,7953,8.0,654.0
5328,7954,8.0,623.0
5329,7955,7.0,532.0
5330,7956,7.0,545.0
5331,7957,8.0,568.0
5332,7958,8.0,646.0
5333,7959,7.0,537.0
5334,7960,7.0,517.0
5335,7961,8.0,643.0
5336,7962,8.0,630.0
5337,7963,7.0,574.0
5338,7964,7.0,554.0
5339,7965,7.0,530.0
5340,7966,8.0,637.0
5341,7967,8.0,668.0
5342,7968,8.0,632.0
5343,7969,7.0,546.0
5344,7970,8.0,628.0
5345,7971,8.0,594.0
5346,7972,8.0,611.0
5347,7973,7.0,541.0
5348,7974,8.0,593.0
5349,7975,8.0,659.0
5350,7976,6.0,454.75
5351,7977,7.0,567.65
5352,7978,7.0,495.8
5353,7979,6.0,428.2
5354,7980,8.0,577.5
5355,7981,6.0,418.7
5356,7982,7.0,513.9
5357,7983,7.0,559.5
5358,7984,7.0,555.75
5359,7985,7.0,532.05
5360,7986,7.0,564.75
5361,7987,7.0,539.5
5362,7988,6.0,449.5
5363,7989,7.0,549.75
5364,7990,7.0,516.6
5365,7991,7.0,529.25
5366,7992,6.0,442.3
5367,7993,7.0,482.25
5368,7994,7.0,560.5
5369,7995,7.0,519.95
5370,7996,7.0,547.6
5371,7997,7.0,521.75
5372,7998,7.0,548.0
5373,7999,7.0,516.25
5374,8000,7.0,540.0
5375,8001,7.0,498.0
5376,8002,8.0,640.0
5377,8003,7.0,515.0
5378,8004,7.0,502.0
5379,8005,7.0,504.0
5380,8006,7.0,510.0
5381,8007,7.0,507.5
5382,8008,8.0,607.63
5383,8009,7.0,551.5
5384,8010,7.0,532.0
5385,8011,8.0,555.0
5386,8012,9.0,680.5
5387,8013,8.0,600.0
5388,8014,8.0,351.5
5389,8015,8.0,558.0
5390,8016,9.0,702.5
5391,8017,9.0,648.5
5392,8018,8.0,580.5
5393,8019,9.0,658.5
5394,8020,8.0,568.5
5395,8021,8.0,644.0
5396,8022,8.0,595.0
5397,8023,8.0,577.5
5398,8024,8.0,622.5
5399,8025,9.0,595.5
5400,8026,9.0,688.5
5401,8027,8.0,642.5
5402,8028,8.0,578.0
5403,8029,9.0,634.5
5404,8030,8.0,619.0
5405,8031,8.0,647.0
5406,8032,8.0,618.0
5407,8033,8.0,633.5
5408,8034,8.0,588.0
5409,8035,8.0,604.0
5410,8036,7.0,480.25
5411,8037,7.0,503.0
5412,8038,7.0,520.5
5413,8039,7.0,496.0
5414,8040,7.0,511.0
5415,8041,8.0,603.9
5416,8042,7.0,507.75
5417,8043,7.0,512.75
5418,8044,7.0,497.5
5419,8045,7.0,537.9
5420,8046,7.0,445.75
5421,8047,7.0,530.75
5422,8048,7.0,477.25
5423,8049,7.0,512.45
5424,8050,7.0,529.25
5425,8051,7.0,493.2
5426,8052,7.0,517.75
5427,8053,6.0,446.5
5428,8054,7.0,514.8
5429,8055,7.0,429.75
5430,8056,7.0,500.25
5431,8057,7.0,533.0
5432,8058,8.0,620.3
5433,8059,7.0,495.5
5434,8060,7.0,487.05
5435,8061,7.0,507.05
5436,8062,6.0,431.25
5437,8063,7.0,519.1
5438,8064,7.0,490.5
5439,8065,7.0,578.17
5440,8066,7.0,587.0
5441,8067,8.0,599.3299999999999
5442,8068,8.0,634.0
5443,8069,8.0,602.3299999999999
5444,8070,7.0,552.6700000000001
5445,8071,7.0,568.0
5446,8072,7.0,560.0
5447,8073,8.0,615.3299999999999
5448,8074,8.0,681.0
5449,8075,8.0,651.0
5450,8076,8.0,626.0
5451,8077,8.0,633.3299999999999
5452,8078,7.0,556.0
5453,8079,8.0,641.0
5454,8080,8.0,618.0
5455,8081,8.0,646.6700000000001
5456,8082,7.0,578.0
5457,8083,7.0,529.0
5458,8084,8.0,661.0
5459,8085,8.0,644.6700000000001
5460,8086,8.0,654.0
5461,8087,8.0,630.3299999999999
5462,8088,8.0,627.6700000000001
5463,8089,8.0,629.0
5464,8090,8.0,656.0
5465,8091,7.0,562.0
5466,8092,8.0,623.6700000000001
5467,8093,8.0,653.0
5468,8094,8.0,606.0
5469,8095,8.0,610.0
5470,8096,8.0,593.0
5471,8097,8.0,609.5
5472,8098,8.0,636.0
5473,8099,8.0,637.0
5474,8100,7.0,574.0
5475,8101,7.0,589.53
5476,8102,2.0,156.9
5477,8103,5.0,304.05
5478,8104,3.0,266.0
5479,8105,8.0,646.71
5480,8106,7.0,592.97
5481,8107,3.0,248.0
5482,8108,7.0,440.15
5483,8109,7.0,492.3
5484,8110,6.0,395.15
5485,8112,6.0,440.8
5486,8113,6.0,520.75
5487,8114,11.0,840.0300000000001
5488,8115,7.0,438.2000000000001
5489,8116,7.0,519.7
5490,8117,11.0,845.17
5491,8118,7.0,493.3
5492,8119,7.0,434.5
5493,8120,7.0,493.7
5494,8121,7.0,450.7
5495,8122,7.0,434.2
5496,8123,7.0,527.4
5497,8124,7.0,497.5
5498,8125,7.0,457.7
5499,8126,7.0,495.8
5500,8127,6.0,388.2
5501,8128,7.0,503.8
5502,8129,6.0,384.6
5503,8131,10.0,642.15
5504,8132,1.0,92.0
5505,8134,5.0,314.2
5506,8135,4.0,273.7
5507,8136,6.0,395.8
5508,8137,7.0,584.3499999999999
5509,8138,4.0,300.6
5510,8139,6.0,375.75
5511,8140,8.0,535.0
5512,8141,4.0,11.2
5513,8142,11.0,751.5
5514,8143,7.0,437.5
5515,8144,6.0,385.4
5516,8145,7.0,469.45
5517,8146,5.0,319.4
5518,8147,7.0,431.7
5519,8148,7.0,527.5
5520,8149,7.0,492.7
5521,8150,9.0,691.5
5522,8151,6.0,446.0
5523,8152,7.0,527.0
5524,8153,8.0,577.6700000000001
5525,8154,6.0,444.0
5526,8155,7.0,499.0
5527,8156,11.0,798.75
5528,8157,7.0,490.9
5529,8158,7.0,480.7
5530,8159,6.0,443.55
5531,8160,7.0,467.1
5532,8161,7.0,499.5
5533,8162,7.0,437.75
5534,8163,7.0,461.1
5535,8164,6.0,364.4
5536,8165,7.0,463.3
5537,8166,7.0,469.9
5538,8167,6.0,397.05
5539,8168,7.0,518.25
5540,8169,6.0,460.1
5541,8170,6.0,418.4
5542,8172,7.0,620.79
5543,8173,5.0,349.1
5544,8175,9.0,636.09
5545,8178,5.0,365.2
5546,8179,7.0,467.4
5547,8180,5.0,359.7
5548,8181,7.0,443.42
5549,8182,7.0,554.15
5550,8183,7.0,577.6
5551,8184,7.0,574.4
5552,8185,7.0,466.92
5553,8186,7.0,476.6
5554,8187,8.0,459.3
5555,8188,6.0,470.5
5556,8189,7.0,530.1800000000001
5557,8190,7.0,532.3
5558,8191,7.0,499.75
5559,8192,7.0,534.75
5560,8193,7.0,533.83
5561,8194,8.0,520.05
5562,8195,7.0,551.7
5563,8196,7.0,569.75
5564,8197,6.0,433.57
5565,8198,7.0,545.75
5566,8199,9.0,633.4
5567,8200,7.0,551.25
5568,8201,6.0,455.75
5569,8202,8.0,488.5
5570,8203,7.0,534.6
5571,8204,7.0,546.8
5572,8205,7.0,551.8
5573,8206,7.0,583.5
5574,8207,7.0,530.35
5575,8208,7.0,540.25
5576,8209,7.0,529.0
5577,8210,7.0,504.5
5578,8211,7.0,550.1
5579,8212,8.0,477.45
5580,8213,7.0,510.8
5581,8214,7.0,526.05
5582,8215,7.0,528.1
5583,8216,7.0,509.9
5584,8217,7.0,561.15
5585,8218,7.0,494.85
5586,8219,7.0,518.7
5587,8220,7.0,536.85
5588,8221,7.0,535.0
5589,8222,7.0,537.85
5590,8223,7.0,529.55
5591,8224,8.0,523.0
5592,8225,7.0,513.83
5593,8226,7.0,569.75
5594,8227,7.0,511.35
5595,8228,8.0,539.0
5596,8229,7.0,530.5699999999999
5597,8230,7.0,552.25
5598,8231,7.0,533.3199999999999
5599,8232,7.0,521.5
5600,8233,7.0,544.2
5601,8234,7.0,523.3199999999999
5602,8235,7.0,518.08
5603,8236,7.0,565.37
5604,8237,7.0,521.92
5605,8238,6.0,465.0
5606,8239,7.0,522.5
5607,8240,8.0,524.7
5608,8241,8.0,534.4
5609,8242,7.0,563.17
5610,8243,7.0,504.33
5611,8244,5.0,318.0
5612,8245,5.0,318.0
5613,8246,5.0,307.0
5614,8247,5.0,319.0
5615,8248,5.0,320.0
5616,8249,5.0,318.0
5617,8250,5.0,331.0
5618,8262,5.0,309.6
5619,8264,4.0,298.0
5620,8265,1.0,89.6
5621,8269,1.0,82.2
5622,8270,7.0,501.6
5623,8271,7.0,595.45
5624,8272,8.0,666.9300000000001
5625,8273,4.0,324.25
5626,8275,4.0,333.5
5627,8276,4.0,328.83
5628,8277,5.0,347.75
5629,8278,7.0,560.25
5630,8279,7.0,570.05
5631,8280,8.0,630.8
5632,8281,6.0,463.1
5633,8282,8.0,630.6800000000001
5634,8283,8.0,525.2
5635,8284,7.0,608.6
5636,8285,7.0,429.5
5637,8286,8.0,589.75
5638,8287,7.0,516.5
5639,8289,6.0,462.45
5640,8290,6.0,411.8
5641,8291,6.0,454.1
5642,8292,8.0,632.95
5643,8294,5.0,288.0
5644,8295,8.0,525.11
5645,8296,5.0,289.0
5646,8297,6.0,407.1
5647,8298,7.0,513.55
5648,8299,7.0,437.05
5649,8300,8.0,559.46
5650,8301,7.0,457.03
5651,8302,8.0,636.81
5652,8303,6.0,393.35
5653,8304,7.0,441.03
5654,8305,7.0,513.85
5655,8306,7.0,467.25
5656,8307,8.0,551.87
5657,8308,8.0,644.75
5658,8309,7.0,493.71
5659,8310,7.0,519.05
5660,8311,7.0,503.28
5661,8312,8.0,659.0
5662,8313,7.0,513.2
5663,8314,8.0,569.25
5664,8315,8.0,554.9
5665,8316,8.0,679.1
5666,8317,8.0,542.3
5667,8318,8.0,652.2
5668,8319,7.0,573.6800000000001
5669,8320,7.0,596.53
5670,8321,5.0,377.9
5671,8322,7.0,609.95
5672,8323,7.0,610.6500000000001
5673,8324,7.0,486.0
5674,8325,8.0,652.1
5675,8326,9.0,653.45
5676,8327,7.0,577.3299999999999
5677,8328,7.0,587.83
5678,8329,6.0,497.9
5679,8330,7.0,559.4300000000001
5680,8331,7.0,629.2
5681,8332,8.0,615.75
5682,8333,8.0,571.73
5683,8334,6.0,438.0
5684,8336,8.0,641.5
5685,8337,7.0,595.05
5686,8338,8.0,592.5
5687,8339,7.0,508.6
5688,8340,8.0,501.1
5689,8341,8.0,486.77
5690,8342,7.0,558.5
5691,8343,7.0,532.76
5692,8344,8.0,653.53
5693,8345,6.0,479.9
5694,8346,8.0,707.87
5695,8347,8.0,613.1
5696,8348,7.0,524.61
5697,8349,7.0,569.65
5698,8350,7.0,571.4000000000001
5699,8351,8.0,554.25
5700,8352,6.0,485.35
5701,8353,8.0,614.8
5702,8354,8.0,557.35
5703,8355,8.0,559.3
5704,8356,9.0,586.24
5705,8357,8.0,603.7
5706,8358,7.0,500.5
5707,8359,7.0,513.0
5708,8361,8.0,652.98
5709,8362,8.0,655.5699999999999
5710,8363,5.0,307.9
5711,8364,8.0,575.95
5712,8365,7.0,513.0
5713,8366,7.0,503.03
5714,8367,7.0,477.5
5715,8368,8.0,658.35
5716,8369,8.0,597.25
5717,8370,7.0,466.5
5718,8371,7.0,579.6500000000001
5719,8372,7.0,447.7
5720,8373,7.0,553.03
5721,8374,8.0,683.05
5722,8375,8.0,586.4200000000001
5723,8376,8.0,666.7
5724,8377,8.0,683.9
5725,8378,8.0,536.71
5726,8379,8.0,647.8199999999999
5727,8380,6.0,430.3
5728,8381,8.0,681.6500000000001
5729,8382,7.0,198.58
5730,8383,4.0,210.5
5731,8384,9.0,773.5
5732,8385,8.0,613.0
5733,8386,8.0,641.4
5734,8387,8.0,695.75
5735,8388,6.0,76.1
5736,8389,8.0,673.55
5737,8390,8.0,641.9000000000001
5738,8391,7.0,463.48
5739,8392,8.0,573.95
5740,8393,7.0,515.41
5741,8394,8.0,658.66
5742,8395,7.0,545.35
5743,8396,8.0,442.86
5744,8397,7.0,572.95
5745,8398,8.0,675.88
5746,8399,7.0,610.25
5747,8400,7.0,474.0
5748,8401,8.0,691.3
5749,8402,8.0,589.55
5750,8403,8.0,646.0
5751,8404,8.0,643.59
5752,8405,9.0,633.1
5753,8406,8.0,567.28
5754,8407,8.0,595.6
5755,8408,8.0,653.45
5756,8409,8.0,548.5
5757,8410,8.0,606.0
5758,8411,9.0,611.6500000000001
5759,8412,7.0,553.75
5760,8413,8.0,680.6500000000001
5761,8414,8.0,573.49
5762,8415,6.0,427.4
5763,8416,7.0,579.1800000000001
5764,8417,7.0,479.50000000000006
5765,8418,6.0,390.9
5766,8419,7.0,433.93
5767,8420,8.0,685.3
5768,8421,7.0,477.4500000000001
5769,8422,7.0,572.25
5770,8423,8.0,664.1500000000001
5771,8424,8.0,603.3
5772,8425,8.0,689.5
5773,8426,8.0,607.7
5774,8427,8.0,591.05
5775,8428,8.0,686.86
5776,8429,6.0,505.7000000000001
5777,8430,8.0,701.3399999999999
5778,8431,7.0,529.0
5779,8432,7.0,488.5
5780,8433,7.0,581.9000000000001
5781,8434,7.0,497.38
5782,8435,8.0,636.75
5783,8436,8.0,661.6
5784,8437,8.0,614.8
5785,8438,6.0,432.0
5786,8439,8.0,636.8
5787,8440,7.0,437.55
5788,8441,8.0,659.87
5789,8442,8.0,570.35
5790,8443,8.0,591.7
5791,8444,6.0,442.55
5792,8445,8.0,615.5
5793,8446,8.0,597.7
5794,8447,8.0,589.9000000000001
5795,8448,7.0,601.2
5796,8449,7.0,554.0
5797,8450,8.0,686.0
5798,8451,9.0,609.35
5799,8452,8.0,661.45
5800,8453,7.0,512.5799999999999
5801,8454,7.0,581.1600000000001
5802,8455,8.0,639.25
5803,8456,8.0,563.48
